year,week,mmwr_startdate,mmwr_enddate,report_date,age_group,pop_size,new_deaths,new_deaths_7day
2021,9,2021-02-28,2021-03-06,2023-04-13,0-4,351664,0,0
2021,9,2021-02-28,2021-03-06,2023-04-13,12-17,433734,0,0
2021,9,2021-02-28,2021-03-06,2023-04-13,18-49,2294817,2,0.1
2021,9,2021-02-28,2021-03-06,2023-04-13,5-11,509735,0,0
2021,9,2021-02-28,2021-03-06,2023-04-13,50-64,1114015,5,0.4
2021,9,2021-02-28,2021-03-06,2023-04-13,65+,858698,42,4.9
2021,9,2021-02-28,2021-03-06,2023-04-13,Total,5562663,49,0.9
2021,10,2021-03-07,2021-03-13,2023-04-13,0-4,351664,0,0
2021,10,2021-03-07,2021-03-13,2023-04-13,12-17,433734,0,0
2021,10,2021-03-07,2021-03-13,2023-04-13,18-49,2294817,3,0.1
2021,10,2021-03-07,2021-03-13,2023-04-13,5-11,509735,0,0
2021,10,2021-03-07,2021-03-13,2023-04-13,50-64,1114015,10,0.9
2021,10,2021-03-07,2021-03-13,2023-04-13,65+,858698,34,4
2021,10,2021-03-07,2021-03-13,2023-04-13,Total,5562663,47,0.8
2021,11,2021-03-14,2021-03-20,2023-04-13,0-4,351664,0,0
2021,11,2021-03-14,2021-03-20,2023-04-13,12-17,433734,0,0
2021,11,2021-03-14,2021-03-20,2023-04-13,18-49,2294817,1,0
2021,11,2021-03-14,2021-03-20,2023-04-13,5-11,509735,0,0
2021,11,2021-03-14,2021-03-20,2023-04-13,50-64,1114015,5,0.4
2021,11,2021-03-14,2021-03-20,2023-04-13,65+,858698,30,3.5
2021,11,2021-03-14,2021-03-20,2023-04-13,Total,5562663,36,0.6
2021,12,2021-03-21,2021-03-27,2023-04-13,0-4,351664,0,0
2021,12,2021-03-21,2021-03-27,2023-04-13,12-17,433734,0,0
2021,12,2021-03-21,2021-03-27,2023-04-13,18-49,2294817,1,0
2021,12,2021-03-21,2021-03-27,2023-04-13,5-11,509735,0,0
2021,12,2021-03-21,2021-03-27,2023-04-13,50-64,1114015,6,0.5
2021,12,2021-03-21,2021-03-27,2023-04-13,65+,858698,23,2.7
2021,12,2021-03-21,2021-03-27,2023-04-13,Total,5562663,30,0.5
2021,13,2021-03-28,2021-04-03,2023-04-13,0-4,351664,0,0
2021,13,2021-03-28,2021-04-03,2023-04-13,12-17,433734,0,0
2021,13,2021-03-28,2021-04-03,2023-04-13,18-49,2294817,1,0
2021,13,2021-03-28,2021-04-03,2023-04-13,5-11,509735,0,0
2021,13,2021-03-28,2021-04-03,2023-04-13,50-64,1114015,9,0.8
2021,13,2021-03-28,2021-04-03,2023-04-13,65+,858698,38,4.4
2021,13,2021-03-28,2021-04-03,2023-04-13,Total,5562663,48,0.9
2021,14,2021-04-04,2021-04-10,2023-04-13,0-4,351664,0,0
2021,14,2021-04-04,2021-04-10,2023-04-13,12-17,433734,0,0
2021,14,2021-04-04,2021-04-10,2023-04-13,18-49,2294817,2,0.1
2021,14,2021-04-04,2021-04-10,2023-04-13,5-11,509735,0,0
2021,14,2021-04-04,2021-04-10,2023-04-13,50-64,1114015,13,1.2
2021,14,2021-04-04,2021-04-10,2023-04-13,65+,858698,36,4.2
2021,14,2021-04-04,2021-04-10,2023-04-13,Total,5562663,51,0.9
2021,15,2021-04-11,2021-04-17,2023-04-13,0-4,351664,0,0
2021,15,2021-04-11,2021-04-17,2023-04-13,12-17,433734,0,0
2021,15,2021-04-11,2021-04-17,2023-04-13,18-49,2294817,7,0.3
2021,15,2021-04-11,2021-04-17,2023-04-13,5-11,509735,0,0
2021,15,2021-04-11,2021-04-17,2023-04-13,50-64,1114015,17,1.5
2021,15,2021-04-11,2021-04-17,2023-04-13,65+,858698,40,4.7
2021,15,2021-04-11,2021-04-17,2023-04-13,Total,5562663,64,1.2
2021,16,2021-04-18,2021-04-24,2023-04-13,0-4,351664,0,0
2021,16,2021-04-18,2021-04-24,2023-04-13,12-17,433734,0,0
2021,16,2021-04-18,2021-04-24,2023-04-13,18-49,2294817,6,0.3
2021,16,2021-04-18,2021-04-24,2023-04-13,5-11,509735,0,0
2021,16,2021-04-18,2021-04-24,2023-04-13,50-64,1114015,13,1.2
2021,16,2021-04-18,2021-04-24,2023-04-13,65+,858698,41,4.8
2021,16,2021-04-18,2021-04-24,2023-04-13,Total,5562663,60,1.1
2021,17,2021-04-25,2021-05-01,2023-04-13,0-4,351664,0,0
2021,17,2021-04-25,2021-05-01,2023-04-13,12-17,433734,0,0
2021,17,2021-04-25,2021-05-01,2023-04-13,18-49,2294817,4,0.2
2021,17,2021-04-25,2021-05-01,2023-04-13,5-11,509735,1,0.2
2021,17,2021-04-25,2021-05-01,2023-04-13,50-64,1114015,22,2
2021,17,2021-04-25,2021-05-01,2023-04-13,65+,858698,50,5.8
2021,17,2021-04-25,2021-05-01,2023-04-13,Total,5562663,77,1.4
2021,18,2021-05-02,2021-05-08,2023-04-13,0-4,351664,0,0
2021,18,2021-05-02,2021-05-08,2023-04-13,12-17,433734,0,0
2021,18,2021-05-02,2021-05-08,2023-04-13,18-49,2294817,5,0.2
2021,18,2021-05-02,2021-05-08,2023-04-13,5-11,509735,0,0
2021,18,2021-05-02,2021-05-08,2023-04-13,50-64,1114015,17,1.5
2021,18,2021-05-02,2021-05-08,2023-04-13,65+,858698,33,3.8
2021,18,2021-05-02,2021-05-08,2023-04-13,Total,5562663,55,1
2021,19,2021-05-09,2021-05-15,2023-04-13,0-4,351664,0,0
2021,19,2021-05-09,2021-05-15,2023-04-13,12-17,433734,0,0
2021,19,2021-05-09,2021-05-15,2023-04-13,18-49,2294817,3,0.1
2021,19,2021-05-09,2021-05-15,2023-04-13,5-11,509735,0,0
2021,19,2021-05-09,2021-05-15,2023-04-13,50-64,1114015,9,0.8
2021,19,2021-05-09,2021-05-15,2023-04-13,65+,858698,50,5.8
2021,19,2021-05-09,2021-05-15,2023-04-13,Total,5562663,62,1.1
2021,20,2021-05-16,2021-05-22,2023-04-13,0-4,351664,0,0
2021,20,2021-05-16,2021-05-22,2023-04-13,12-17,433734,0,0
2021,20,2021-05-16,2021-05-22,2023-04-13,18-49,2294817,2,0.1
2021,20,2021-05-16,2021-05-22,2023-04-13,5-11,509735,0,0
2021,20,2021-05-16,2021-05-22,2023-04-13,50-64,1114015,11,1
2021,20,2021-05-16,2021-05-22,2023-04-13,65+,858698,32,3.7
2021,20,2021-05-16,2021-05-22,2023-04-13,Total,5562663,45,0.8
2021,21,2021-05-23,2021-05-29,2023-04-13,0-4,351664,0,0
2021,21,2021-05-23,2021-05-29,2023-04-13,12-17,433734,0,0
2021,21,2021-05-23,2021-05-29,2023-04-13,18-49,2294817,3,0.1
2021,21,2021-05-23,2021-05-29,2023-04-13,5-11,509735,0,0
2021,21,2021-05-23,2021-05-29,2023-04-13,50-64,1114015,10,0.9
2021,21,2021-05-23,2021-05-29,2023-04-13,65+,858698,21,2.4
2021,21,2021-05-23,2021-05-29,2023-04-13,Total,5562663,34,0.6
2021,22,2021-05-30,2021-06-05,2023-04-13,0-4,351664,0,0
2021,22,2021-05-30,2021-06-05,2023-04-13,12-17,433734,0,0
2021,22,2021-05-30,2021-06-05,2023-04-13,18-49,2294817,4,0.2
2021,22,2021-05-30,2021-06-05,2023-04-13,5-11,509735,0,0
2021,22,2021-05-30,2021-06-05,2023-04-13,50-64,1114015,6,0.5
2021,22,2021-05-30,2021-06-05,2023-04-13,65+,858698,20,2.3
2021,22,2021-05-30,2021-06-05,2023-04-13,Total,5562663,30,0.5
2021,23,2021-06-06,2021-06-12,2023-04-13,0-4,351664,0,0
2021,23,2021-06-06,2021-06-12,2023-04-13,12-17,433734,0,0
2021,23,2021-06-06,2021-06-12,2023-04-13,18-49,2294817,4,0.2
2021,23,2021-06-06,2021-06-12,2023-04-13,5-11,509735,0,0
2021,23,2021-06-06,2021-06-12,2023-04-13,50-64,1114015,9,0.8
2021,23,2021-06-06,2021-06-12,2023-04-13,65+,858698,22,2.6
2021,23,2021-06-06,2021-06-12,2023-04-13,Total,5562663,35,0.6
2021,24,2021-06-13,2021-06-19,2023-04-13,0-4,351664,0,0
2021,24,2021-06-13,2021-06-19,2023-04-13,12-17,433734,0,0
2021,24,2021-06-13,2021-06-19,2023-04-13,18-49,2294817,2,0.1
2021,24,2021-06-13,2021-06-19,2023-04-13,5-11,509735,0,0
2021,24,2021-06-13,2021-06-19,2023-04-13,50-64,1114015,9,0.8
2021,24,2021-06-13,2021-06-19,2023-04-13,65+,858698,11,1.3
2021,24,2021-06-13,2021-06-19,2023-04-13,Total,5562663,22,0.4
2021,25,2021-06-20,2021-06-26,2023-04-13,0-4,351664,0,0
2021,25,2021-06-20,2021-06-26,2023-04-13,12-17,433734,0,0
2021,25,2021-06-20,2021-06-26,2023-04-13,18-49,2294817,1,0
2021,25,2021-06-20,2021-06-26,2023-04-13,5-11,509735,0,0
2021,25,2021-06-20,2021-06-26,2023-04-13,50-64,1114015,5,0.4
2021,25,2021-06-20,2021-06-26,2023-04-13,65+,858698,17,2
2021,25,2021-06-20,2021-06-26,2023-04-13,Total,5562663,23,0.4
2021,26,2021-06-27,2021-07-03,2023-04-13,0-4,351664,0,0
2021,26,2021-06-27,2021-07-03,2023-04-13,12-17,433734,0,0
2021,26,2021-06-27,2021-07-03,2023-04-13,18-49,2294817,0,0
2021,26,2021-06-27,2021-07-03,2023-04-13,5-11,509735,0,0
2021,26,2021-06-27,2021-07-03,2023-04-13,50-64,1114015,4,0.4
2021,26,2021-06-27,2021-07-03,2023-04-13,65+,858698,8,0.9
2021,26,2021-06-27,2021-07-03,2023-04-13,Total,5562663,12,0.2
2021,27,2021-07-04,2021-07-10,2023-04-13,0-4,351664,0,0
2021,27,2021-07-04,2021-07-10,2023-04-13,12-17,433734,0,0
2021,27,2021-07-04,2021-07-10,2023-04-13,18-49,2294817,2,0.1
2021,27,2021-07-04,2021-07-10,2023-04-13,5-11,509735,0,0
2021,27,2021-07-04,2021-07-10,2023-04-13,50-64,1114015,3,0.3
2021,27,2021-07-04,2021-07-10,2023-04-13,65+,858698,8,0.9
2021,27,2021-07-04,2021-07-10,2023-04-13,Total,5562663,13,0.2
2021,28,2021-07-11,2021-07-17,2023-04-13,0-4,351664,0,0
2021,28,2021-07-11,2021-07-17,2023-04-13,12-17,433734,0,0
2021,28,2021-07-11,2021-07-17,2023-04-13,18-49,2294817,2,0.1
2021,28,2021-07-11,2021-07-17,2023-04-13,5-11,509735,0,0
2021,28,2021-07-11,2021-07-17,2023-04-13,50-64,1114015,0,0
2021,28,2021-07-11,2021-07-17,2023-04-13,65+,858698,10,1.2
2021,28,2021-07-11,2021-07-17,2023-04-13,Total,5562663,12,0.2
2021,29,2021-07-18,2021-07-24,2023-04-13,0-4,351664,0,0
2021,29,2021-07-18,2021-07-24,2023-04-13,12-17,433734,0,0
2021,29,2021-07-18,2021-07-24,2023-04-13,18-49,2294817,1,0
2021,29,2021-07-18,2021-07-24,2023-04-13,5-11,509735,0,0
2021,29,2021-07-18,2021-07-24,2023-04-13,50-64,1114015,0,0
2021,29,2021-07-18,2021-07-24,2023-04-13,65+,858698,9,1
2021,29,2021-07-18,2021-07-24,2023-04-13,Total,5562663,10,0.2
2021,30,2021-07-25,2021-07-31,2023-04-13,0-4,351664,0,0
2021,30,2021-07-25,2021-07-31,2023-04-13,12-17,433734,0,0
2021,30,2021-07-25,2021-07-31,2023-04-13,18-49,2294817,1,0
2021,30,2021-07-25,2021-07-31,2023-04-13,5-11,509735,0,0
2021,30,2021-07-25,2021-07-31,2023-04-13,50-64,1114015,0,0
2021,30,2021-07-25,2021-07-31,2023-04-13,65+,858698,18,2.1
2021,30,2021-07-25,2021-07-31,2023-04-13,Total,5562663,19,0.3
2021,31,2021-08-01,2021-08-07,2023-04-13,0-4,351664,0,0
2021,31,2021-08-01,2021-08-07,2023-04-13,12-17,433734,0,0
2021,31,2021-08-01,2021-08-07,2023-04-13,18-49,2294817,2,0.1
2021,31,2021-08-01,2021-08-07,2023-04-13,5-11,509735,0,0
2021,31,2021-08-01,2021-08-07,2023-04-13,50-64,1114015,2,0.2
2021,31,2021-08-01,2021-08-07,2023-04-13,65+,858698,18,2.1
2021,31,2021-08-01,2021-08-07,2023-04-13,Total,5562663,22,0.4
2021,32,2021-08-08,2021-08-14,2023-04-13,0-4,351664,0,0
2021,32,2021-08-08,2021-08-14,2023-04-13,12-17,433734,0,0
2021,32,2021-08-08,2021-08-14,2023-04-13,18-49,2294817,1,0
2021,32,2021-08-08,2021-08-14,2023-04-13,5-11,509735,0,0
2021,32,2021-08-08,2021-08-14,2023-04-13,50-64,1114015,4,0.4
2021,32,2021-08-08,2021-08-14,2023-04-13,65+,858698,23,2.7
2021,32,2021-08-08,2021-08-14,2023-04-13,Total,5562663,28,0.5
2021,33,2021-08-15,2021-08-21,2023-04-13,0-4,351664,0,0
2021,33,2021-08-15,2021-08-21,2023-04-13,12-17,433734,0,0
2021,33,2021-08-15,2021-08-21,2023-04-13,18-49,2294817,1,0
2021,33,2021-08-15,2021-08-21,2023-04-13,5-11,509735,0,0
2021,33,2021-08-15,2021-08-21,2023-04-13,50-64,1114015,9,0.8
2021,33,2021-08-15,2021-08-21,2023-04-13,65+,858698,23,2.7
2021,33,2021-08-15,2021-08-21,2023-04-13,Total,5562663,33,0.6
2021,34,2021-08-22,2021-08-28,2023-04-13,0-4,351664,0,0
2021,34,2021-08-22,2021-08-28,2023-04-13,12-17,433734,0,0
2021,34,2021-08-22,2021-08-28,2023-04-13,18-49,2294817,1,0
2021,34,2021-08-22,2021-08-28,2023-04-13,5-11,509735,0,0
2021,34,2021-08-22,2021-08-28,2023-04-13,50-64,1114015,11,1
2021,34,2021-08-22,2021-08-28,2023-04-13,65+,858698,38,4.4
2021,34,2021-08-22,2021-08-28,2023-04-13,Total,5562663,50,0.9
2021,35,2021-08-29,2021-09-04,2023-04-13,0-4,351664,0,0
2021,35,2021-08-29,2021-09-04,2023-04-13,12-17,433734,0,0
2021,35,2021-08-29,2021-09-04,2023-04-13,18-49,2294817,8,0.3
2021,35,2021-08-29,2021-09-04,2023-04-13,5-11,509735,0,0
2021,35,2021-08-29,2021-09-04,2023-04-13,50-64,1114015,15,1.3
2021,35,2021-08-29,2021-09-04,2023-04-13,65+,858698,34,4
2021,35,2021-08-29,2021-09-04,2023-04-13,Total,5562663,57,1
2021,36,2021-09-05,2021-09-11,2023-04-13,0-4,351664,0,0
2021,36,2021-09-05,2021-09-11,2023-04-13,12-17,433734,0,0
2021,36,2021-09-05,2021-09-11,2023-04-13,18-49,2294817,7,0.3
2021,36,2021-09-05,2021-09-11,2023-04-13,5-11,509735,0,0
2021,36,2021-09-05,2021-09-11,2023-04-13,50-64,1114015,14,1.3
2021,36,2021-09-05,2021-09-11,2023-04-13,65+,858698,46,5.4
2021,36,2021-09-05,2021-09-11,2023-04-13,Total,5562663,67,1.2
2021,37,2021-09-12,2021-09-18,2023-04-13,0-4,351664,0,0
2021,37,2021-09-12,2021-09-18,2023-04-13,12-17,433734,0,0
2021,37,2021-09-12,2021-09-18,2023-04-13,18-49,2294817,5,0.2
2021,37,2021-09-12,2021-09-18,2023-04-13,5-11,509735,0,0
2021,37,2021-09-12,2021-09-18,2023-04-13,50-64,1114015,13,1.2
2021,37,2021-09-12,2021-09-18,2023-04-13,65+,858698,65,7.6
2021,37,2021-09-12,2021-09-18,2023-04-13,Total,5562663,83,1.5
2021,38,2021-09-19,2021-09-25,2023-04-13,0-4,351664,0,0
2021,38,2021-09-19,2021-09-25,2023-04-13,12-17,433734,0,0
2021,38,2021-09-19,2021-09-25,2023-04-13,18-49,2294817,6,0.3
2021,38,2021-09-19,2021-09-25,2023-04-13,5-11,509735,0,0
2021,38,2021-09-19,2021-09-25,2023-04-13,50-64,1114015,17,1.5
2021,38,2021-09-19,2021-09-25,2023-04-13,65+,858698,79,9.2
2021,38,2021-09-19,2021-09-25,2023-04-13,Total,5562663,102,1.8
2021,39,2021-09-26,2021-10-02,2023-04-13,0-4,351664,0,0
2021,39,2021-09-26,2021-10-02,2023-04-13,12-17,433734,0,0
2021,39,2021-09-26,2021-10-02,2023-04-13,18-49,2294817,10,0.4
2021,39,2021-09-26,2021-10-02,2023-04-13,5-11,509735,0,0
2021,39,2021-09-26,2021-10-02,2023-04-13,50-64,1114015,28,2.5
2021,39,2021-09-26,2021-10-02,2023-04-13,65+,858698,69,8
2021,39,2021-09-26,2021-10-02,2023-04-13,Total,5562663,107,1.9
2021,40,2021-10-03,2021-10-09,2023-04-13,0-4,351664,0,0
2021,40,2021-10-03,2021-10-09,2023-04-13,12-17,433734,0,0
2021,40,2021-10-03,2021-10-09,2023-04-13,18-49,2294817,8,0.3
2021,40,2021-10-03,2021-10-09,2023-04-13,5-11,509735,0,0
2021,40,2021-10-03,2021-10-09,2023-04-13,50-64,1114015,34,3.1
2021,40,2021-10-03,2021-10-09,2023-04-13,65+,858698,96,11.2
2021,40,2021-10-03,2021-10-09,2023-04-13,Total,5562663,138,2.5
2021,41,2021-10-10,2021-10-16,2023-04-13,0-4,351664,0,0
2021,41,2021-10-10,2021-10-16,2023-04-13,12-17,433734,0,0
2021,41,2021-10-10,2021-10-16,2023-04-13,18-49,2294817,7,0.3
2021,41,2021-10-10,2021-10-16,2023-04-13,5-11,509735,0,0
2021,41,2021-10-10,2021-10-16,2023-04-13,50-64,1114015,23,2.1
2021,41,2021-10-10,2021-10-16,2023-04-13,65+,858698,96,11.2
2021,41,2021-10-10,2021-10-16,2023-04-13,Total,5562663,126,2.3
2021,42,2021-10-17,2021-10-23,2023-04-13,0-4,351664,0,0
2021,42,2021-10-17,2021-10-23,2023-04-13,12-17,433734,1,0.2
2021,42,2021-10-17,2021-10-23,2023-04-13,18-49,2294817,12,0.5
2021,42,2021-10-17,2021-10-23,2023-04-13,5-11,509735,0,0
2021,42,2021-10-17,2021-10-23,2023-04-13,50-64,1114015,21,1.9
2021,42,2021-10-17,2021-10-23,2023-04-13,65+,858698,103,12
2021,42,2021-10-17,2021-10-23,2023-04-13,Total,5562663,137,2.5
2021,43,2021-10-24,2021-10-30,2023-04-13,0-4,351664,0,0
2021,43,2021-10-24,2021-10-30,2023-04-13,12-17,433734,1,0.2
2021,43,2021-10-24,2021-10-30,2023-04-13,18-49,2294817,12,0.5
2021,43,2021-10-24,2021-10-30,2023-04-13,5-11,509735,0,0
2021,43,2021-10-24,2021-10-30,2023-04-13,50-64,1114015,23,2.1
2021,43,2021-10-24,2021-10-30,2023-04-13,65+,858698,112,13
2021,43,2021-10-24,2021-10-30,2023-04-13,Total,5562663,148,2.7
2021,44,2021-10-31,2021-11-06,2023-04-13,0-4,351664,0,0
2021,44,2021-10-31,2021-11-06,2023-04-13,12-17,433734,0,0
2021,44,2021-10-31,2021-11-06,2023-04-13,18-49,2294817,12,0.5
2021,44,2021-10-31,2021-11-06,2023-04-13,5-11,509735,0,0
2021,44,2021-10-31,2021-11-06,2023-04-13,50-64,1114015,33,3
2021,44,2021-10-31,2021-11-06,2023-04-13,65+,858698,121,14.1
2021,44,2021-10-31,2021-11-06,2023-04-13,Total,5562663,166,3
2021,45,2021-11-07,2021-11-13,2023-04-13,0-4,351664,0,0
2021,45,2021-11-07,2021-11-13,2023-04-13,12-17,433734,0,0
2021,45,2021-11-07,2021-11-13,2023-04-13,18-49,2294817,12,0.5
2021,45,2021-11-07,2021-11-13,2023-04-13,5-11,509735,0,0
2021,45,2021-11-07,2021-11-13,2023-04-13,50-64,1114015,40,3.6
2021,45,2021-11-07,2021-11-13,2023-04-13,65+,858698,123,14.3
2021,45,2021-11-07,2021-11-13,2023-04-13,Total,5562663,175,3.1
2021,46,2021-11-14,2021-11-20,2023-04-13,0-4,351664,0,0
2021,46,2021-11-14,2021-11-20,2023-04-13,12-17,433734,0,0
2021,46,2021-11-14,2021-11-20,2023-04-13,18-49,2294817,9,0.4
2021,46,2021-11-14,2021-11-20,2023-04-13,5-11,509735,0,0
2021,46,2021-11-14,2021-11-20,2023-04-13,50-64,1114015,46,4.1
2021,46,2021-11-14,2021-11-20,2023-04-13,65+,858698,163,19
2021,46,2021-11-14,2021-11-20,2023-04-13,Total,5562663,218,3.9
2021,47,2021-11-21,2021-11-27,2023-04-13,0-4,351664,0,0
2021,47,2021-11-21,2021-11-27,2023-04-13,12-17,433734,0,0
2021,47,2021-11-21,2021-11-27,2023-04-13,18-49,2294817,17,0.7
2021,47,2021-11-21,2021-11-27,2023-04-13,5-11,509735,0,0
2021,47,2021-11-21,2021-11-27,2023-04-13,50-64,1114015,55,4.9
2021,47,2021-11-21,2021-11-27,2023-04-13,65+,858698,170,19.8
2021,47,2021-11-21,2021-11-27,2023-04-13,Total,5562663,242,4.4
2021,48,2021-11-28,2021-12-04,2023-04-13,0-4,351664,0,0
2021,48,2021-11-28,2021-12-04,2023-04-13,12-17,433734,1,0.2
2021,48,2021-11-28,2021-12-04,2023-04-13,18-49,2294817,15,0.7
2021,48,2021-11-28,2021-12-04,2023-04-13,5-11,509735,0,0
2021,48,2021-11-28,2021-12-04,2023-04-13,50-64,1114015,45,4
2021,48,2021-11-28,2021-12-04,2023-04-13,65+,858698,200,23.3
2021,48,2021-11-28,2021-12-04,2023-04-13,Total,5562663,261,4.7
2021,49,2021-12-05,2021-12-11,2023-04-13,0-4,351664,0,0
2021,49,2021-12-05,2021-12-11,2023-04-13,12-17,433734,0,0
2021,49,2021-12-05,2021-12-11,2023-04-13,18-49,2294817,22,1
2021,49,2021-12-05,2021-12-11,2023-04-13,5-11,509735,0,0
2021,49,2021-12-05,2021-12-11,2023-04-13,50-64,1114015,65,5.8
2021,49,2021-12-05,2021-12-11,2023-04-13,65+,858698,170,19.8
2021,49,2021-12-05,2021-12-11,2023-04-13,Total,5562663,257,4.6
2021,50,2021-12-12,2021-12-18,2023-04-13,0-4,351664,0,0
2021,50,2021-12-12,2021-12-18,2023-04-13,12-17,433734,0,0
2021,50,2021-12-12,2021-12-18,2023-04-13,18-49,2294817,25,1.1
2021,50,2021-12-12,2021-12-18,2023-04-13,5-11,509735,0,0
2021,50,2021-12-12,2021-12-18,2023-04-13,50-64,1114015,62,5.6
2021,50,2021-12-12,2021-12-18,2023-04-13,65+,858698,168,19.6
2021,50,2021-12-12,2021-12-18,2023-04-13,Total,5562663,255,4.6
2021,51,2021-12-19,2021-12-25,2023-04-13,0-4,351664,0,0
2021,51,2021-12-19,2021-12-25,2023-04-13,12-17,433734,0,0
2021,51,2021-12-19,2021-12-25,2023-04-13,18-49,2294817,19,0.8
2021,51,2021-12-19,2021-12-25,2023-04-13,5-11,509735,0,0
2021,51,2021-12-19,2021-12-25,2023-04-13,50-64,1114015,57,5.1
2021,51,2021-12-19,2021-12-25,2023-04-13,65+,858698,132,15.4
2021,51,2021-12-19,2021-12-25,2023-04-13,Total,5562663,208,3.7
2021,52,2021-12-26,2022-01-01,2023-04-13,0-4,351664,0,0
2021,52,2021-12-26,2022-01-01,2023-04-13,12-17,433734,0,0
2021,52,2021-12-26,2022-01-01,2023-04-13,18-49,2294817,23,1
2021,52,2021-12-26,2022-01-01,2023-04-13,5-11,509735,0,0
2021,52,2021-12-26,2022-01-01,2023-04-13,50-64,1114015,52,4.7
2021,52,2021-12-26,2022-01-01,2023-04-13,65+,858698,154,17.9
2021,52,2021-12-26,2022-01-01,2023-04-13,Total,5562663,229,4.1
2022,1,2022-01-02,2022-01-08,2023-04-13,0-4,351664,0,0
2022,1,2022-01-02,2022-01-08,2023-04-13,12-17,433734,0,0
2022,1,2022-01-02,2022-01-08,2023-04-13,18-49,2294817,22,1
2022,1,2022-01-02,2022-01-08,2023-04-13,5-11,509735,0,0
2022,1,2022-01-02,2022-01-08,2023-04-13,50-64,1114015,51,4.6
2022,1,2022-01-02,2022-01-08,2023-04-13,65+,858698,141,16.4
2022,1,2022-01-02,2022-01-08,2023-04-13,Total,5562663,214,3.8
2022,2,2022-01-09,2022-01-15,2023-04-13,0-4,351664,0,0
2022,2,2022-01-09,2022-01-15,2023-04-13,12-17,433734,0,0
2022,2,2022-01-09,2022-01-15,2023-04-13,18-49,2294817,24,1
2022,2,2022-01-09,2022-01-15,2023-04-13,5-11,509735,0,0
2022,2,2022-01-09,2022-01-15,2023-04-13,50-64,1114015,34,3.1
2022,2,2022-01-09,2022-01-15,2023-04-13,65+,858698,126,14.7
2022,2,2022-01-09,2022-01-15,2023-04-13,Total,5562663,184,3.3
2022,3,2022-01-16,2022-01-22,2023-04-13,0-4,351664,0,0
2022,3,2022-01-16,2022-01-22,2023-04-13,12-17,433734,1,0.2
2022,3,2022-01-16,2022-01-22,2023-04-13,18-49,2294817,11,0.5
2022,3,2022-01-16,2022-01-22,2023-04-13,5-11,509735,0,0
2022,3,2022-01-16,2022-01-22,2023-04-13,50-64,1114015,45,4
2022,3,2022-01-16,2022-01-22,2023-04-13,65+,858698,158,18.4
2022,3,2022-01-16,2022-01-22,2023-04-13,Total,5562663,215,3.9
2022,4,2022-01-23,2022-01-29,2023-04-13,0-4,351664,0,0
2022,4,2022-01-23,2022-01-29,2023-04-13,12-17,433734,0,0
2022,4,2022-01-23,2022-01-29,2023-04-13,18-49,2294817,10,0.4
2022,4,2022-01-23,2022-01-29,2023-04-13,5-11,509735,0,0
2022,4,2022-01-23,2022-01-29,2023-04-13,50-64,1114015,49,4.4
2022,4,2022-01-23,2022-01-29,2023-04-13,65+,858698,172,20
2022,4,2022-01-23,2022-01-29,2023-04-13,Total,5562663,231,4.2
2022,5,2022-01-30,2022-02-05,2023-04-13,0-4,351664,1,0.3
2022,5,2022-01-30,2022-02-05,2023-04-13,12-17,433734,0,0
2022,5,2022-01-30,2022-02-05,2023-04-13,18-49,2294817,6,0.3
2022,5,2022-01-30,2022-02-05,2023-04-13,5-11,509735,0,0
2022,5,2022-01-30,2022-02-05,2023-04-13,50-64,1114015,29,2.6
2022,5,2022-01-30,2022-02-05,2023-04-13,65+,858698,141,16.4
2022,5,2022-01-30,2022-02-05,2023-04-13,Total,5562663,177,3.2
2022,6,2022-02-06,2022-02-12,2023-04-13,0-4,351664,0,0
2022,6,2022-02-06,2022-02-12,2023-04-13,12-17,433734,0,0
2022,6,2022-02-06,2022-02-12,2023-04-13,18-49,2294817,2,0.1
2022,6,2022-02-06,2022-02-12,2023-04-13,5-11,509735,0,0
2022,6,2022-02-06,2022-02-12,2023-04-13,50-64,1114015,31,2.8
2022,6,2022-02-06,2022-02-12,2023-04-13,65+,858698,128,14.9
2022,6,2022-02-06,2022-02-12,2023-04-13,Total,5562663,161,2.9
2022,7,2022-02-13,2022-02-19,2023-04-13,0-4,351664,0,0
2022,7,2022-02-13,2022-02-19,2023-04-13,12-17,433734,0,0
2022,7,2022-02-13,2022-02-19,2023-04-13,18-49,2294817,8,0.3
2022,7,2022-02-13,2022-02-19,2023-04-13,5-11,509735,0,0
2022,7,2022-02-13,2022-02-19,2023-04-13,50-64,1114015,25,2.2
2022,7,2022-02-13,2022-02-19,2023-04-13,65+,858698,95,11.1
2022,7,2022-02-13,2022-02-19,2023-04-13,Total,5562663,128,2.3
2022,8,2022-02-20,2022-02-26,2023-04-13,0-4,351664,0,0
2022,8,2022-02-20,2022-02-26,2023-04-13,12-17,433734,0,0
2022,8,2022-02-20,2022-02-26,2023-04-13,18-49,2294817,4,0.2
2022,8,2022-02-20,2022-02-26,2023-04-13,5-11,509735,0,0
2022,8,2022-02-20,2022-02-26,2023-04-13,50-64,1114015,16,1.4
2022,8,2022-02-20,2022-02-26,2023-04-13,65+,858698,74,8.6
2022,8,2022-02-20,2022-02-26,2023-04-13,Total,5562663,94,1.7
2022,9,2022-02-27,2022-03-05,2023-04-13,0-4,351664,0,0
